Symbol,Series,Security Name,Band,Remarks
SATIA,EQ,SATIA INDUSTRIES LIMITED,20,"-"
SATIN,EQ,SATIN CREDITCARE NETWORK LIMITED,20,"-"
SATINDLTD,EQ,SAT INDUSTRIES LIMITED,20,"-"
SATIPOLY,SM,SATI POLY PLAST LIMITED,20,"-"
SAURASHCEM,EQ,SAURASHTRA CEMENT LIMITED,20,"-"
SBC,EQ,SBC EXPORTS LIMITED,20,"-"
SBCL,EQ,SHIVALIK BIMETAL CONTROLS LIMITED,20,"-"
SBFC,EQ,SBFC FINANCE LIMITED,20,"-"
SBIETFCON,EQ,SBI MUTUAL FUND - SBI ETF CONSUMPTION,20,"-"
SBIETFIT,EQ,SBI MUTUAL FUND-SBI ETF IT,20,"-"
SBIETFPB,EQ,SBI MUTUAL FUND - SBI ETF PRIVATE BANK - SBI ETF PRIVATE BANK,20,"-"
SBIETFQLTY,EQ,SBI MUTUAL FUND - SBI - ETF QUALITY - SBI-ETF QUALITY,20,"-"
SBINEQWETF,EQ,SBI MUTUAL FUND - SBI NIFTY50 EQUAL WEIGHT ETF,20,"-"
SBISILVER,EQ,SBI MUTUAL FUND - SBI SILVER ETF,20,"-"
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,20,"-"
SCHAND,EQ,S CHAND AND COMPANY LIMITED,20,"-"
SCHNEIDER,EQ,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,20,"-"
SCI,EQ,SHIPPING CORPORATION OF INDIA LIMITED,20,"-"
SCILAL,EQ,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,20,"-"
SCML,SM,SHARP CHUCKS AND MACHINES LIMITED,20,"-"
SCPL,EQ,SHEETAL COOL PRODUCTS LIMITED,20,"-"
SDBL,EQ,SOM DISTILLERIES & BREWERIES LIMITED,20,"-"
SDL26BEES,EQ,NIPPON INDIA ETF NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT,20,"-"
SEAMECLTD,EQ,SEAMEC LIMITED,20,"-"
SEITINVIT,IV,SUSTAINABLE ENERGY INFRA TRUST,20,"-"
SELAN,EQ,SELAN EXPLORATION TECHNOLOGY LIMITED,20,"-"
SENORES,EQ,SENORES PHARMACEUTICALS LIMITED,20,"-"
SENSEXADD,EQ,DSP BSE SENSEX ETF,20,"-"
SENSEXETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P BSE SENSEX ETF,20,"-"
SENSEXIETF,EQ,ICICI PRUDENTIAL BSE SENSEX ETF,20,"-"
SEPC,EQ,SEPC LIMITED,20,"-"
SERVICE,SM,SERVICE CARE LIMITED,20,"-"
SESHAPAPER,EQ,SESHASAYEE PAPER AND BOARDS LIMITED,20,"-"
SETF10GILT,EQ,SBI MUTUAL FUND - SBI-ETF 10 YEAR GILT,20,"-"
SETFGOLD,EQ,SBI-ETF GOLD,20,"-"
SETFNIF50,EQ,SBI-ETF NIFTY 50,20,"-"
SETFNIFBK,EQ,SBI-ETF NIFTY BANK,20,"-"
SETFNN50,EQ,SBI-ETF NIFTY NEXT 50,20,"-"
SFL,EQ,SHEELA FOAM LIMITED,20,"-"
SGLTL,EQ,STANDARD GLASS LINING TECHNOLOGY LIMITED,20,"-"
SHALBY,EQ,SHALBY LIMITED,20,"-"
SHANKARA,EQ,SHANKARA BUILDING PRODUCTS LIMITED,20,"-"
SHANTIGEAR,EQ,SHANTHI GEARS LIMITED,20,"-"
SHARDACROP,EQ,SHARDA CROPCHEM LIMITED,20,"-"
SHARDAMOTR,EQ,SHARDA MOTOR INDUSTRIES LIMITED,20,"-"
SHAREINDIA,EQ,SHARE INDIA SECURITIES LIMITED,20,"-"
SHARIABEES,EQ,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,20,"-"
SHEETAL,SM,SHEETAL UNIVERSAL LIMITED,20,"-"
SHEMAROO,EQ,SHEMAROO ENTERTAINMENT LIMITED,20,"-"
SHERA,SM,SHERA ENERGY LIMITED,20,"-"
SHIGAN,SM,SHIGAN QUANTUM TECHNOLOGIES LIMITED,20,"-"
SHILPAMED,EQ,SHILPA MEDICARE LIMITED,20,"-"
SHIVALIK,EQ,SHIVALIK RASAYAN LIMITED,20,"-"
SHIVAMAUTO,EQ,SHIVAM AUTOTECH LIMITED,20,"-"
SHIVAMILLS,EQ,SHIVA MILLS LIMITED,20,"-"
SHIVATEX,EQ,SHIVA TEXYARN LIMITED,20,"-"
SHK,EQ,S H KELKAR AND COMPANY LIMITED,20,"-"
SHOPERSTOP,EQ,SHOPPERS STOP LIMITED,20,"-"
SHREDIGCEM,EQ,SHREE DIGVIJAY CEMENT CO.LTD,20,"-"
SHREEOSFM,SM,SHREE OSFM E-MOBILITY LIMITED,20,"-"
SHREEPUSHK,EQ,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,20,"-"
SHREMINVIT,IV,SHREM INVIT,20,"-"
SHREYANIND,EQ,SHREYANS INDUSTRIES LIMITED,20,"-"
SHRIPISTON,EQ,SHRIRAM PISTONS & RINGS LIMITED,20,"-"
SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LIMITED,20,"-"
SHRITECH,SM,SHRI TECHTEX LIMITED,20,"-"
SHYAMCENT,EQ,SHYAM CENTURY FERROUS LIMITED,20,"-"
SHYAMMETL,EQ,SHYAM METALICS AND ENERGY LIMITED,20,"-"
SIGACHI,EQ,SIGACHI INDUSTRIES LIMITED,20,"-"
SIGIND,EQ,SIGNET INDUSTRIES LIMITED,20,"-"
SIGMA,EQ,SIGMA SOLVE LIMITED,20,"-"
SIGNATURE,EQ,SIGNATUREGLOBAL (INDIA) LIMITED,20,"-"
SIKKO,EQ,SIKKO INDUSTRIES LIMITED,20,"-"
SIL,EQ,STANDARD INDUSTRIES LIMITED,20,"-"
SILVER,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE SILVER ETF,20,"-"
SILVER1,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK SILVER ETF,20,"-"
SILVERADD,EQ,DSP  MUTUAL FUND - DSP SILVER ETF,20,"-"
SILVERBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA SILVER ETF,20,"-"
SILVERETF,EQ,UTI MUTUAL FUND - UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF),20,"-"
SILVERIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL SILVER ETF,20,"-"
SILVERTUC,EQ,SILVER TOUCH TECHNOLOGIES LIMITED,20,"-"
SILVRETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET SILVER ETF,20,"-"
SINCLAIR,EQ,SINCLAIRS HOTELS LIMITED,20,"-"
SINDHUTRAD,EQ,SINDHU TRADE LINKS LIMITED,20,"-"
SINTERCOM,EQ,SINTERCOM INDIA LIMITED,20,"-"
SIRCA,EQ,SIRCA PAINTS INDIA LIMITED,20,"-"
SIS,EQ,SIS LIMITED,20,"-"
SJLOGISTIC,SM,S J LOGISTICS (INDIA) LIMITED,20,"-"
SJS,EQ,S.J.S. ENTERPRISES LIMITED,20,"-"
SKFINDIA,EQ,SKF INDIA LIMITED,20,"-"
SKIPPER,EQ,SKIPPER LIMITED,20,"-"
SKMEGGPROD,EQ,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,20,"-"
SKP,SM,SKP BEARING INDUSTRIES LIMITED,20,"-"
SMALLCAP,EQ,MIRAE ASSET MF-MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,20,"-"
SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LIMITED,20,"-"
SMLISUZU,EQ,SML ISUZU LIMITED,20,"-"
SMLT,EQ,SARTHAK METALS LIMITED,20,"-"
SMSPHARMA,EQ,SMS PHARMACEUTICALS LIMITED,20,"-"
SNOWMAN,EQ,SNOWMAN LOGISTICS LIMITED,20,"-"
SOBHA,EQ,SOBHA LIMITED,20,"-"
SOMANYCERA,EQ,SOMANY CERAMICS LIMITED,20,"-"
SOMICONVEY,EQ,SOMI CONVEYOR BELTINGS LIMITED,20,"-"
SONAMLTD,EQ,SONAM LIMITED,20,"-"
SONATSOFTW,EQ,SONATA SOFTWARE LIMITED,20,"-"
SOTL,EQ,SAVITA OIL TECHNOLOGIES LIMITED,20,"-"
SOUTHBANK,EQ,THE SOUTH INDIAN BANK LIMITED,20,"-"
SPAL,EQ,S. P. APPARELS LIMITED,20,"-"
SPARC,EQ,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,20,"-"
SPECIALITY,EQ,SPECIALITY RESTAURANTS LIMITED,20,"-"
SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,20,"-"
SPENCERS,EQ,SPENCER'S RETAIL LIMITED,20,"-"
SPIC,EQ,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,20,"-"
SPLIL,EQ,SPL INDUSTRIES LIMITED,20,"-"
SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,20,"-"
SPORTKING,EQ,SPORTKING INDIA LIMITED,20,"-"
SREEL,EQ,SREELEATHERS LIMITED,20,"-"
SRGHFL,EQ,SRG HOUSING FINANCE LIMITED,20,"-"
SRHHYPOLTD,EQ,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,20,"-"
SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPES LIMITED,20,"-"
SSDL,EQ,SARASWATI SAREE DEPOT LIMITED,20,"-"
SSEGL,SM,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,20,"-"
SSWL,EQ,STEEL STRIPS WHEELS LIMITED,20,"-"
STALLION,EQ,STALLION INDIA FLUOROCHEMICALS LIMITED,20,"-"
STANLEY,EQ,STANLEY LIFESTYLES LIMITED,20,"-"
STAR,EQ,STRIDES PHARMA SCIENCE LIMITED,20,"-"
STARCEMENT,EQ,STAR CEMENT LIMITED,20,"-"
STARHEALTH,EQ,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,20,"-"
STARPAPER,EQ,STAR PAPER MILLS LIMITED,20,"-"
STARTECK,EQ,STARTECK FINANCE LIMITED,20,"-"
STCINDIA,EQ,THE STATE TRADING CORPORATION OF INDIA LIMITED,20,"-"
STEELCAS,EQ,STEELCAST LIMITED,20,"-"
STEELCITY,EQ,STEEL CITY SECURITIES LIMITED,20,"-"
STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,20,"-"
STEL,EQ,STEL HOLDINGS LIMITED,20,"-"
STERTOOLS,EQ,STERLING TOOLS LIMITED,20,"-"
STLTECH,EQ,STERLITE TECHNOLOGIES LIMITED,20,"-"
STOVEKRAFT,EQ,STOVE KRAFT LIMITED,20,"-"
STYLAMIND,EQ,STYLAM INDUSTRIES LIMITED,20,"-"
STYLEBAAZA,EQ,BAAZAR STYLE RETAIL LIMITED,20,"-"
STYRENIX,EQ,STYRENIX PERFORMANCE MATERIALS LIMITED,20,"-"
SUBEXLTD,EQ,SUBEX LIMITED,20,"-"
SUBROS,EQ,SUBROS LIMITED,20,"-"
SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,20,"-"
SUKHJITS,EQ,SUKHJIT STARCH & CHEMICALS LIMITED,20,"-"
SULA,EQ,SULA VINEYARDS LIMITED,20,"-"
SUMICHEM,EQ,SUMITOMO CHEMICAL INDIA LIMITED,20,"-"
SUMMITSEC,EQ,SUMMIT SECURITIES LIMITED,20,"-"
SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED,20,"-"
SUNDARAM,EQ,SUNDARAM MULTI PAP LIMITED,20,"-"
SUNDARMFIN,EQ,SUNDARAM FINANCE LIMITED,20,"-"
SUNDARMHLD,EQ,SUNDARAM FINANCE HOLDINGS LIMITED,20,"-"
SUNDRMFAST,EQ,SUNDRAM FASTENERS LIMITED,20,"-"
SUNLITE,SM,SUNLITE RECYCLING INDUSTRIES LIMITED,20,"-"
SUNREST,SM,SUNREST LIFESCIENCE LIMITED,20,"-"
SUNTECK,EQ,SUNTECK REALTY LIMITED,20,"-"
SUPERHOUSE,EQ,SUPERHOUSE LIMITED,20,"-"
SUPRAJIT,EQ,SUPRAJIT ENGINEERING LIMITED,20,"-"
SUPRIYA,EQ,SUPRIYA LIFESCIENCE LIMITED,20,"-"
SURAJEST,EQ,SURAJ ESTATE DEVELOPERS LIMITED,20,"-"
SURAKSHA,EQ,SURAKSHA DIAGNOSTIC LIMITED,20,"-"
SURANAT&P,EQ,SURANA TELECOM AND POWER LIMITED,20,"-"
SURYALAXMI,EQ,SURYALAKSHMI COTTON MILLS LIMITED,20,"-"
SURYAROSNI,EQ,SURYA ROSHNI LIMITED,20,"-"
SURYODAY,EQ,SURYODAY SMALL FINANCE BANK LIMITED,20,"-"
SUTLEJTEX,EQ,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,20,"-"
SUVEN,EQ,SUVEN LIFE SCIENCES LIMITED,20,"-"
SUVENPHAR,EQ,SUVEN PHARMACEUTICALS LIMITED,20,"-"
SUVIDHAA,EQ,SUVIDHAA INFOSERVE LIMITED,20,"-"
SUYOG,EQ,SUYOG TELEMATICS LIMITED,20,"-"
SWANENERGY,EQ,SWAN ENERGY LIMITED,20,"-"
SWARAJ,SM,SWARAJ SUITING LIMITED,20,"-"
SWARAJENG,EQ,SWARAJ ENGINES LIMITED,20,"-"
SWASTIK,SM,SWASTIK PIPE LIMITED,20,"-"
SWELECTES,EQ,SWELECT ENERGY SYSTEMS LIMITED,20,"-"
SWIGGY,EQ,SWIGGY LIMITED,20,"-"
SYLVANPLY,SM,SYLVAN PLYBOARD (INDIA) LIMITED,20,"-"
SYMPHONY,EQ,SYMPHONY LIMITED,20,"-"
SYNCOMF,EQ,SYNCOM FORMULATIONS (INDIA) LIMITED,20,"-"
SYNOPTICS,SM,SYNOPTICS TECHNOLOGIES LIMITED,20,"-"
SYRMA,EQ,SYRMA SGS TECHNOLOGY LIMITED,20,"-"
SYSTANGO,SM,SYSTANGO TECHNOLOGIES LIMITED,20,"-"
TAINWALCHM,EQ,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,20,"-"
TAJGVK,EQ,TAJ GVK HOTELS & RESORTS LIMITED,20,"-"
TALBROAUTO,EQ,TALBROS AUTOMOTIVE COMPONENTS LIMITED,20,"-"
TANLA,EQ,TANLA PLATFORMS LIMITED,20,"-"
TARMAT,EQ,TARMAT LIMITED,20,"-"
TARSONS,EQ,TARSONS PRODUCTS LIMITED,20,"-"
TASTYBITE,EQ,TASTY BITE EATABLES LIMITED,20,"-"
TATAGOLD,EQ,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND,20,"-"
TATAINVEST,EQ,TATA INVESTMENT CORPORATION LIMITED,20,"-"
TATATECH,EQ,TATA TECHNOLOGIES LIMITED,20,"-"
TATSILV,EQ,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND,20,"-"
TATVA,EQ,TATVA CHINTAN PHARMA CHEM LIMITED,20,"-"
TBOTEK,EQ,TBO TEK LIMITED,20,"-"
TCI,EQ,TRANSPORT CORPORATION OF INDIA LIMITED,20,"-"
TCIEXP,EQ,TCI EXPRESS LIMITED,20,"-"
TCL,SM,THAAI CASTING LIMITED,20,"-"
TCPLPACK,EQ,TCPL PACKAGING LIMITED,20,"-"
TDPOWERSYS,EQ,TD POWER SYSTEMS LIMITED,20,"-"
TEAMLEASE,EQ,TEAMLEASE SERVICES LIMITED,20,"-"
TECH,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF,20,"-"
TECHNOE,EQ,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,20,"-"
TEGA,EQ,TEGA INDUSTRIES LIMITED,20,"-"
TEJASNET,EQ,TEJAS NETWORKS LIMITED,20,"-"
TEXINFRA,EQ,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,20,"-"
TEXMOPIPES,EQ,TEXMO PIPES AND PRODUCTS LIMITED,20,"-"
TEXRAIL,EQ,TEXMACO RAIL & ENGINEERING LIMITED,20,"-"
TFCILTD,EQ,TOURISM FINANCE CORPORATION OF INDIA LIMITED,20,"-"
TGBHOTELS,EQ,TGB BANQUETS AND HOTELS LIMITED,20,"-"
THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LIMITED,20,"-"
THEINVEST,EQ,THE INVESTMENT TRUST OF INDIA LIMITED,20,"-"
THEJO,EQ,THEJO ENGINEERING LIMITED,20,"-"
THEMISMED,EQ,THEMIS MEDICARE LIMITED,20,"-"
THERMAX,EQ,THERMAX LIMITED,20,"-"
THOMASCOOK,EQ,THOMAS COOK  (INDIA)  LIMITED,20,"-"
THYROCARE,EQ,THYROCARE TECHNOLOGIES LIMITED,20,"-"
TIIL,EQ,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,20,"-"
TIMETECHNO,EQ,TIME TECHNOPLAST LIMITED,20,"-"
TIMKEN,EQ,TIMKEN INDIA LIMITED,20,"-"
TIPSMUSIC,EQ,TIPS MUSIC LIMITED,20,"-"
TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LIMITED,20,"-"
TITAGARH,EQ,TITAGARH RAIL SYSTEMS LIMITED,20,"-"
TMB,EQ,TAMILNAD MERCANTILE BANK LIMITED,20,"-"
TNIDETF,EQ,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,20,"-"
TNPETRO,EQ,TAMILNADU PETROPRODUCTS LIMITED,20,"-"
TNPL,EQ,TAMIL NADU NEWSPRINT & PAPERS LIMITED,20,"-"
TOKYOPLAST,EQ,TOKYO PLAST INTERNATIONAL LIMITED,20,"-"
TOLINS,EQ,TOLINS TYRES LIMITED,20,"-"
TOP100CASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY 100 ETF,20,"-"
TOP10ADD,EQ,DSP MUTUAL FUND - DSP NIFTY TOP 10 EQUAL WEIGHT ETF,20,"-"
TOTAL,EQ,TOTAL TRANSPORT SYSTEMS LIMITED,20,"-"
TPLPLASTEH,EQ,TPL PLASTECH LIMITED,20,"-"
TRACXN,EQ,TRACXN TECHNOLOGIES LIMITED,20,"-"
TRANSRAILL,EQ,TRANSRAIL LIGHTING LIMITED,20,"-"
TRANSWORLD,EQ,TRANSWORLD SHIPPING LINES LIMITED,20,"-"
TREL,EQ,TRANSINDIA REAL ESTATE LIMITED,20,"-"
TRF,EQ,TRF LIMITED,20,"-"
TRIDENT,EQ,TRIDENT LIMITED,20,"-"
TRIDHYA,SM,TRIDHYA TECH LIMITED,20,"-"
TRIGYN,EQ,TRIGYN TECHNOLOGIES LIMITED,20,"-"
TRITURBINE,EQ,TRIVENI TURBINE LIMITED,20,"-"
TRIVENI,EQ,TRIVENI ENGINEERING & INDUSTRIES LIMITED,20,"-"
TROM,SM,TROM INDUSTRIES LIMITED,20,"-"
TTKHLTCARE,EQ,TTK HEALTHCARE LIMITED,20,"-"
TTKPRESTIG,EQ,TTK PRESTIGE LIMITED,20,"-"
TTML,EQ,TATA TELESERVICES (MAHARASHTRA) LIMITED,20,"-"
TUNWAL,SM,TUNWAL E-MOTORS LIMITED,20,"-"
TVSELECT,EQ,TVS ELECTRONICS LIMITED,20,"-"
TVSHLTD,EQ,TVS HOLDINGS LIMITED,20,"-"
TVSSCS,EQ,TVS SUPPLY CHAIN SOLUTIONS LIMITED,20,"-"
TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED,20,"-"
TVTODAY,EQ,TV TODAY NETWORK LIMITED,20,"-"
UCL,SM,USHANTI COLOUR CHEM LIMITED,20,"-"
UCOBANK,EQ,UCO BANK,20,"-"
UDAICEMENT,EQ,UDAIPUR CEMENT WORKS LIMITED,20,"-"
UDS,EQ,UPDATER SERVICES LIMITED,20,"-"
UFLEX,EQ,UFLEX LIMITED,20,"-"
UFO,EQ,UFO MOVIEZ INDIA LIMITED,20,"-"
UGARSUGAR,EQ,THE UGAR SUGAR WORKS LIMITED,20,"-"
UGROCAP,EQ,UGRO CAPITAL LIMITED,20,"-"
UJJIVANSFB,EQ,UJJIVAN SMALL FINANCE BANK LIMITED,20,"-"
UMA,SM,UMA CONVERTER LIMITED,20,"-"
UMAEXPORTS,EQ,UMA EXPORTS LIMITED,20,"-"
UNICHEMLAB,EQ,UNICHEM LABORATORIES LIMITED,20,"-"
UNIDT,EQ,UNITED DRILLING TOOLS LIMITED,20,"-"
UNIECOM,EQ,UNICOMMERCE ESOLUTIONS LIMITED,20,"-"
UNIENTER,EQ,UNIPHOS ENTERPRISES LIMITED,20,"-"
UNIHEALTH,SM,UNIHEALTH HOSPITALS LIMITED,20,"-"
UNIINFO,EQ,UNIINFO TELECOM SERVICES LIMITED,20,"-"
UNILEX,SM,UNILEX COLOURS AND CHEMICALS LIMITED,20,"-"
UNIONGOLD,EQ,UNION MUTUAL FUND - UNION GOLD ETF UNION GOLD ETF,20,"-"
UNIPARTS,EQ,UNIPARTS INDIA LIMITED,20,"-"
UNITEDTEA,EQ,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,20,"-"
UNIVCABLES,EQ,UNIVERSAL CABLES LIMITED,20,"-"
UNOMINDA,EQ,UNO MINDA LIMITED,20,"-"
URAVIDEF,EQ,URAVI DEFENCE AND TECHNOLOGY LIMITED,20,"-"
USASEEDS,SM,UPSURGE SEEDS OF AGRICULTURE LIMITED,20,"-"
USHAFIN,SM,USHA FINANCIAL SERVICES LIMITED,20,"-"
USHAMART,EQ,USHA MARTIN LIMITED,20,"-"
USK,EQ,UDAYSHIVAKUMAR INFRA LIMITED,20,"-"
UTIAMC,EQ,UTI ASSET MANAGEMENT COMPANY LIMITED,20,"-"
UTIBANKETF,EQ,UTI NIFTY BANK ETF,20,"-"
UTINEXT50,EQ,UTI MUTUAL FUND - UTI NIFTY NEXT 50 EXCHANGE TRADED FUND - UTI NIFTY N,20,"-"
UTINIFTETF,EQ,UTI NIFTY 50 ETF,20,"-"
UTISENSETF,EQ,UTI BSE SENSEX ETF,20,"-"
UTISXN50,EQ,UTI BSE SENSEX NEXT 50 ETF,20,"-"
UTKARSHBNK,EQ,UTKARSH SMALL FINANCE BANK LIMITED,20,"-"
UTSSAV,SM,UTSSAV CZ GOLD JEWELS LIMITED,20,"-"
UTTAMSUGAR,EQ,UTTAM SUGAR MILLS LIMITED,20,"-"
UYFINCORP,EQ,U. Y. FINCORP LIMITED,20,"-"
VADILALIND,EQ,VADILAL INDUSTRIES LIMITED,20,"-"
VAIBHAVGBL,EQ,VAIBHAV GLOBAL LIMITED,20,"-"
VAISHALI,EQ,VAISHALI PHARMA LIMITED,20,"-"
VAL30IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF,20,"-"
VALIANTLAB,EQ,VALIANT LABORATORIES LIMITED,20,"-"
VALIANTORG,EQ,VALIANT ORGANICS LIMITED,20,"-"
VARDHACRLC,EQ,VARDHMAN ACRYLICS LIMITED,20,"-"
VARROC,EQ,VARROC ENGINEERING LIMITED,20,"-"
VASCONEQ,EQ,VASCON ENGINEERS LIMITED,20,"-"
VASWANI,EQ,VASWANI INDUSTRIES LIMITED,20,"-"
VCL,EQ,VAXTEX COTFAB LIMITED,20,"-"
VDEAL,SM,VDEAL SYSTEM LIMITED,20,"-"
VEEDOL,EQ,VEEDOL CORPORATION LIMITED,20,"-"
VENKEYS,EQ,VENKY'S (INDIA) LIMITED,20,"-"
VENUSPIPES,EQ,VENUS PIPES & TUBES LIMITED,20,"-"
VENUSREM,EQ,VENUS REMEDIES LIMITED,20,"-"
VERANDA,EQ,VERANDA LEARNING SOLUTIONS LIMITED,20,"-"
VESUVIUS,EQ,VESUVIUS INDIA LIMITED,20,"-"
VETO,EQ,VETO SWITCHGEARS AND CABLES LIMITED,20,"-"
VGUARD,EQ,V-GUARD INDUSTRIES LIMITED,20,"-"
VHL,EQ,VARDHMAN HOLDINGS LIMITED,20,"-"
VIDHIING,EQ,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,20,"-"
VIESL,SM,VISION INFRA EQUIPMENT SOLUTIONS LIMITED,20,"-"
VIJAYA,EQ,VIJAYA DIAGNOSTIC CENTRE LIMITED,20,"-"
VIKASECO,EQ,VIKAS ECOTECH LIMITED,20,"-"
VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,20,"-"
VILINBIO,SM,VILIN BIO MED LIMITED,20,"-"
VIMTALABS,EQ,VIMTA LABS LIMITED,20,"-"
VINATIORGA,EQ,VINATI ORGANICS LIMITED,20,"-"
VINCOFE,EQ,VINTAGE COFFEE AND BEVERAGES LIMITED,20,"-"
VINDHYATEL,EQ,VINDHYA TELELINKS LIMITED,20,"-"
VINEETLAB,EQ,VINEET LABORATORIES LIMITED,20,"-"
VINSYS,SM,VINSYS IT SERVICES INDIA LIMITED,20,"-"
VINYLINDIA,EQ,VINYL CHEMICALS (INDIA) LIMITED,20,"-"
VIPCLOTHNG,EQ,VIP CLOTHING LIMITED,20,"-"
VIPIND,EQ,VIP INDUSTRIES LIMITED,20,"-"
VIRINCHI,EQ,VIRINCHI LIMITED,20,"-"
VISAKAIND,EQ,VISAKA INDUSTRIES LIMITED,20,"-"
VISAMAN,SM,VISAMAN GLOBAL SALES LIMITED,20,"-"
VISHNU,EQ,VISHNU CHEMICALS LIMITED,20,"-"
VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,20,"-"
VISHWARAJ,EQ,VISHWARAJ SUGAR INDUSTRIES LIMITED,20,"-"
VISHWAS,SM,VISHWAS AGRI SEEDS LIMITED,20,"-"
VITAL,SM,VITAL CHEMTECH LIMITED,20,"-"
VIVIDHA,EQ,VISAGAR POLYTEX LIMITED,20,"GSM STAGE - 0"
VLSFINANCE,EQ,VLS FINANCE LIMITED,20,"-"
VMART,EQ,V-MART RETAIL LIMITED,20,"-"
VOLTAMP,EQ,VOLTAMP TRANSFORMERS LIMITED,20,"-"
VPRPL,EQ,VISHNU PRAKASH R PUNGLIA LIMITED,20,"-"
VRAJ,EQ,VRAJ IRON AND STEEL LIMITED,20,"-"
VRLLOG,EQ,VRL LOGISTICS LIMITED,20,"-"
VSSL,EQ,VARDHMAN SPECIAL STEELS LIMITED,20,"-"
VSTIND,EQ,VST INDUSTRIES LIMITED,20,"-"
VSTL,EQ,VIBHOR STEEL TUBES LIMITED,20,"-"
VSTTILLERS,EQ,V.S.T TILLERS TRACTORS LIMITED,20,"-"
VTL,EQ,VARDHMAN TEXTILES LIMITED,20,"-"
WAAREEENER,EQ,WAAREE ENERGIES LIMITED,20,"-"
WABAG,EQ,VA TECH WABAG LIMITED,20,"-"
WANBURY,EQ,WANBURY LIMITED,20,"-"
WCIL,EQ,WESTERN CARRIERS (INDIA) LIMITED,20,"-"
WEIZMANIND,EQ,WEIZMANN LIMITED,20,"-"
WEL,EQ,WONDER ELECTRICALS LIMITED,20,"-"
WELCORP,EQ,WELSPUN CORP LIMITED,20,"-"
WELENT,EQ,WELSPUN ENTERPRISES LIMITED,20,"-"
WELINV,EQ,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,20,"-"
WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,20,"-"
WENDT,EQ,WENDT (INDIA) LIMITED,20,"-"
WESTLIFE,EQ,WESTLIFE FOODWORLD LIMITED,20,"-"
WHEELS,EQ,WHEELS INDIA LIMITED,20,"-"
WILLAMAGOR,EQ,WILLIAMSON MAGOR & COMPANY LIMITED,20,"GSM STAGE - 0"
WINDLAS,EQ,WINDLAS BIOTECH LIMITED,20,"-"
WINSOL,SM,WINSOL ENGINEERS LIMITED,20,"-"
WOL3D,SM,WOL 3D INDIA LIMITED,20,"-"
